time,open,high,low,close,volume
2014-01-05,1215.12,1240.14,1182.42,1236.05,239547
2014-01-12,1237.32,1248.84,1214.21,1247.78,339119
2014-01-19,1250.1,1255.19,1234.21,1253.75,285975
2014-01-26,1257.35,1272.48,1231.48,1269.22,278324
2014-02-02,1270.5,1278.93,1238.0,1243.85,317128
2014-02-09,1243.65,1274.27,1240.76,1267.35,292769
2014-02-16,1269.36,1321.1,1265.1,1318.14,322634
2014-02-23,1320.16,1331.99,1307.28,1324.09,316426
2014-03-02,1324.66,1345.32,1318.76,1326.21,325769
2014-03-09,1335.44,1354.66,1327.97,1340.17,342033
2014-03-16,1338.85,1387.9,1328.07,1382.27,344272
2014-03-23,1388.3,1388.91,1320.48,1333.55,350702
2014-03-30,1330.15,1334.19,1285.68,1294.83,305888
2014-04-06,1293.58,1306.68,1277.63,1303.9,290418
2014-04-13,1302.75,1324.42,1295.55,1318.16,291311
2014-04-20,1322.41,1331.04,1284.61,1294.74,259824
2014-04-27,1294.38,1305.0,1268.41,1302.55,306734
2014-05-04,1304.11,1306.4,1273.21,1300.05,298318
2014-05-11,1301.12,1315.55,1284.91,1288.62,309703
2014-05-18,1288.65,1308.92,1277.58,1293.28,312601
2014-05-25,1290.95,1305.34,1283.26,1292.13,298754
2014-06-01,1291.9,1294.07,1242.15,1249.23,273884
2014-06-08,1249.56,1257.68,1240.56,1253.04,274480
2014-06-15,1251.96,1277.81,1250.31,1276.63,253415
2014-06-22,1277.84,1321.88,1258.54,1314.9,313373
2014-06-29,1314.38,1325.88,1306.17,1315.88,273542
2014-07-06,1315.92,1332.26,1309.25,1319.6,246693
2014-07-13,1319.7,1345.05,1311.41,1337.83,247369
2014-07-20,1338.97,1338.97,1291.97,1310.34,286672
2014-07-27,1309.86,1318.23,1287.51,1307.03,222652
2014-08-03,1305.59,1312.04,1279.37,1292.9,244256
2014-08-10,1293.13,1322.53,1282.38,1310.35,295867
2014-08-17,1309.02,1319.19,1292.41,1304.4,304233
2014-08-24,1301.74,1303.47,1272.61,1279.8,245566
2014-08-31,1278.17,1296.3,1273.52,1286.66,252443
2014-09-07,1287.47,1289.71,1257.12,1268.65,268739
2014-09-14,1269.21,1271.63,1225.7,1229.12,351282
2014-09-21,1228.94,1241.89,1213.64,1215.33,332343
2014-09-28,1215.83,1234.99,1206.77,1217.49,330686
2014-10-05,1217.89,1223.12,1189.82,1191.77,325887
2014-10-12,1187.27,1233.19,1182.77,1222.75,318618
2014-10-19,1227.15,1249.51,1221.7,1238.31,396159
2014-10-26,1237.21,1255.13,1226.14,1230.09,250593
2014-11-02,1228.38,1235.39,1161.42,1171.52,320923
2014-11-09,1167.31,1178.58,1131.44,1176.24,380563
2014-11-16,1174.45,1193.45,1145.95,1188.33,387974
2014-11-23,1184.7,1207.63,1174.94,1201.13,440079
2014-11-30,1201.54,1204.08,1165.06,1165.88,290517
2014-12-07,1158.49,1220.8,1141.74,1191.87,436879
2014-12-14,1187.34,1238.25,1186.96,1222.36,620021
2014-12-21,1221.51,1224.03,1183.4,1195.19,432730
2014-12-28,1194.02,1203.21,1170.48,1195.13,186840
2015-01-04,1196.12,1210.69,1167.33,1188.82,343580
2015-01-11,1187.73,1223.91,1178.0,1222.36,395377
2015-01-18,1223.9,1282.01,1217.4,1280.04,491551
2015-01-25,1278.61,1307.53,1271.89,1293.76,342029
2015-02-01,1294.62,1299.0,1251.88,1283.56,434467
2015-02-08,1280.42,1285.55,1228.21,1233.12,456995
2015-02-15,1237.11,1245.82,1216.41,1228.99,326665
2015-02-22,1228.34,1236.59,1197.42,1201.66,318093
2015-03-01,1202.87,1219.84,1190.3,1212.78,335187
2015-03-08,1213.85,1223.18,1163.81,1167.13,359807
2015-03-15,1168.52,1175.29,1147.42,1158.18,315815
2015-03-22,1156.68,1187.88,1142.7,1182.22,399433
2015-03-29,1185.8,1219.57,1179.23,1198.09,322598
2015-04-05,1197.39,1208.51,1178.29,1199.64,264956
2015-04-12,1215.64,1224.13,1192.52,1207.24,301461
2015-04-19,1207.15,1209.41,1183.87,1204.27,418214
2015-04-26,1205.29,1209.02,1175.14,1179.24,357761
2015-05-03,1179.54,1214.96,1169.66,1178.4,413295
2015-05-10,1179.89,1199.86,1177.65,1188.38,334271
2015-05-17,1188.64,1227.08,1178.83,1223.78,377588
2015-05-24,1223.74,1232.22,1201.36,1206.26,344877
2015-05-31,1204.88,1209.15,1180.3,1190.42,293307
2015-06-07,1190.47,1204.2,1162.63,1171.52,342292
2015-06-14,1169.98,1192.23,1169.05,1181.47,318527
2015-06-21,1182.17,1205.68,1172.73,1200.19,314752
2015-06-28,1200.69,1200.88,1168.5,1175.18,279596
2015-07-05,1186.25,1187.9,1155.98,1168.58,347959
2015-07-12,1172.0,1174.67,1147.13,1163.59,388415
2015-07-19,1162.73,1164.13,1131.06,1134.23,304019
2015-07-26,1132.56,1133.1,1069.72,1099.08,452137
2015-08-02,1095.58,1104.93,1079.98,1095.48,410534
2015-08-09,1095.72,1099.43,1080.94,1094.17,425871
2015-08-16,1093.04,1126.71,1089.58,1114.82,486101
2015-08-23,1114.7,1168.16,1109.63,1160.54,489989
2015-08-30,1164.32,1170.01,1117.68,1134.02,689811
2015-09-06,1133.77,1147.85,1116.72,1122.33,454866
2015-09-13,1122.99,1126.67,1098.71,1107.68,395517
2015-09-20,1107.44,1141.68,1102.15,1139.04,413150
2015-09-27,1139.11,1156.65,1121.28,1145.56,439897
2015-10-04,1145.33,1148.14,1104.59,1138.72,494063
2015-10-11,1136.78,1159.61,1130.06,1156.53,444008
2015-10-18,1155.83,1191.44,1151.74,1177.14,458123
2015-10-25,1176.54,1180.67,1158.88,1164.37,473361
2015-11-01,1162.9,1182.86,1139.23,1141.74,508088
2015-11-08,1141.45,1142.94,1085.39,1088.62,487075
2015-11-15,1090.33,1095.59,1074.08,1083.54,463644
2015-11-22,1088.11,1098.01,1064.64,1077.98,555249
2015-11-29,1076.15,1081.01,1052.67,1058.04,425249
2015-12-06,1058.29,1088.78,1046.23,1086.76,551604
2015-12-13,1084.82,1086.55,1062.36,1074.66,628476
2015-12-20,1073.72,1078.27,1047.58,1065.85,553006
2015-12-27,1066.16,1081.71,1063.91,1076.05,320910
2016-01-03,1075.86,1076.86,1058.13,1060.91,309905
2016-01-10,1064.88,1113.12,1061.66,1103.85,760077
2016-01-17,1107.4,1108.42,1071.33,1088.72,744431
2016-01-24,1090.14,1109.56,1082.45,1097.78,810999
2016-01-31,1097.73,1127.94,1097.13,1117.99,675923
2016-02-07,1115.86,1174.4,1115.86,1173.06,839252
2016-02-14,1168.46,1263.34,1164.23,1238.13,918043
2016-02-21,1232.0,1239.84,1190.8,1227.29,749921
2016-02-28,1224.92,1253.24,1201.83,1223.32,652084
2016-03-06,1218.98,1279.71,1217.23,1258.78,704256
2016-03-13,1259.79,1283.36,1236.99,1249.23,608366
2016-03-20,1251.44,1270.84,1225.6,1255.04,532526
2016-03-27,1254.55,1260.12,1211.95,1217.12,337857
2016-04-03,1214.3,1243.99,1208.15,1222.16,368695
2016-04-10,1220.3,1243.19,1214.56,1240.49,388525
2016-04-17,1244.78,1262.54,1223.77,1233.73,417384
2016-04-24,1234.66,1270.19,1227.32,1232.73,446624
2016-05-01,1232.22,1296.62,1229.94,1293.68,408894
2016-05-08,1292.65,1303.65,1268.79,1288.8,498747
2016-05-15,1284.19,1287.46,1256.78,1273.3,460254
2016-05-22,1272.72,1288.62,1243.66,1251.91,473858
2016-05-29,1250.34,1255.94,1206.67,1211.64,416705
2016-06-05,1212.93,1244.59,1199.62,1244.51,395223
2016-06-12,1244.0,1278.09,1234.72,1274.07,389039
2016-06-19,1274.69,1315.54,1272.35,1298.55,480688
2016-06-26,1286.09,1358.25,1250.34,1315.67,551181
2016-07-03,1326.11,1344.49,1305.4,1342.28,828541
2016-07-10,1339.61,1375.05,1335.17,1364.93,763793
2016-07-17,1368.43,1374.83,1320.08,1338.29,912812
2016-07-24,1334.11,1338.25,1310.77,1322.39,714956
2016-07-31,1321.77,1354.9,1312.25,1351.11,632779
2016-08-07,1350.61,1367.21,1334.61,1336.87,590634
2016-08-14,1332.89,1357.11,1329.77,1336.58,588923
2016-08-21,1337.13,1357.94,1335.57,1340.92,546377
2016-08-28,1338.34,1344.58,1317.93,1321.85,551238
2016-09-04,1319.53,1329.99,1302.41,1324.8,520768
2016-09-11,1324.73,1352.51,1321.68,1327.83,471689
2016-09-18,1328.49,1331.88,1306.14,1309.66,577949
2016-09-25,1309.83,1343.55,1307.78,1338.72,450633
2016-10-02,1336.59,1342.02,1313.13,1315.89,584093
2016-10-09,1317.19,1319.52,1241.3,1256.54,593536
2016-10-16,1257.4,1264.85,1246.03,1250.43,498613
2016-10-23,1251.17,1274.52,1250.03,1266.79,474518
2016-10-30,1265.89,1284.07,1260.28,1275.71,464157
2016-11-06,1277.21,1307.96,1271.11,1304.27,556767
2016-11-13,1292.27,1337.16,1219.03,1227.24,961261
2016-11-20,1228.97,1232.96,1202.74,1208.51,783743
2016-11-27,1207.44,1220.95,1170.11,1183.71,551214
2016-12-04,1185.72,1197.53,1160.63,1176.87,743138
2016-12-11,1185.41,1187.93,1156.16,1158.35,655147
2016-12-18,1158.46,1165.72,1122.62,1134.65,624778
2016-12-25,1135.79,1142.24,1125.67,1133.39,375435
2017-01-01,1134.39,1163.15,1131.58,1152.12,277004
2017-01-08,1151.67,1184.94,1145.95,1172.59,544229
2017-01-15,1172.87,1206.88,1172.38,1197.33,663337
2017-01-22,1198.74,1218.77,1195.79,1209.94,636812
2017-01-29,1210.98,1219.4,1180.48,1191.49,593007
2017-02-05,1192.87,1225.21,1188.2,1219.95,788705
2017-02-12,1222.26,1244.64,1219.11,1233.68,697761
2017-02-19,1230.76,1243.71,1216.64,1234.83,540475
2017-02-26,1235.66,1260.05,1226.04,1256.98,428396
2017-03-05,1256.22,1263.79,1222.84,1234.42,489635
2017-03-12,1233.17,1236.76,1194.91,1204.43,421068
2017-03-19,1206.11,1233.67,1197.23,1229.25,372535
2017-03-26,1230.53,1253.22,1226.82,1245.57,387704
2017-04-02,1248.09,1260.97,1239.61,1248.96,378447
2017-04-09,1247.94,1270.83,1243.65,1254.3,416654
2017-04-16,1254.6,1288.54,1247.08,1287.44,339010
2017-04-23,1291.28,1295.45,1273.98,1284.29,395363
2017-04-30,1268.39,1278.05,1260.0,1267.99,384823
2017-05-07,1268.56,1271.15,1225.68,1227.56,344007
2017-05-14,1224.98,1236.5,1214.23,1228.48,324631
2017-05-21,1229.93,1265.0,1226.9,1255.33,419883
2017-05-28,1255.04,1269.39,1247.85,1266.94,358260
2017-06-04,1267.29,1279.4,1258.93,1278.56,279124
2017-06-11,1279.53,1296.01,1264.57,1266.6,339290
2017-06-18,1266.5,1280.85,1251.36,1253.38,356527
2017-06-25,1253.34,1258.8,1240.78,1256.61,300317
2017-07-02,1257.36,1258.03,1236.01,1241.43,376271
2017-07-09,1242.12,1242.63,1207.26,1212.2,328667
2017-07-16,1213.48,1232.77,1204.81,1228.81,304644
2017-07-23,1229.55,1255.63,1228.19,1254.7,317476
2017-07-30,1255.3,1270.76,1243.69,1268.91,414047
2017-08-06,1270.54,1274.04,1254.12,1258.73,346943
2017-08-13,1257.14,1291.93,1251.44,1290.41,392123
2017-08-20,1289.31,1300.74,1267.23,1284.62,411116
2017-08-27,1282.99,1294.52,1276.37,1291.47,348978
2017-09-03,1292.48,1328.76,1291.78,1324.59,441137
2017-09-10,1335.18,1357.42,1326.22,1346.48,450108
2017-09-17,1338.93,1339.96,1315.6,1320.29,462419
2017-09-24,1318.33,1319.59,1288.08,1296.89,371965
2017-10-01,1295.97,1313.56,1275.92,1279.37,393468
2017-10-08,1278.95,1282.12,1260.54,1276.17,304079
2017-10-15,1275.91,1303.64,1275.16,1303.3,461964
2017-10-22,1303.33,1305.91,1276.45,1280.11,800231
2017-10-29,1277.23,1283.51,1263.62,1273.43,861624
2017-11-05,1273.28,1283.96,1265.37,1270.03,780492
2017-11-12,1269.42,1288.31,1265.98,1275.6,849319
2017-11-19,1274.95,1296.77,1269.8,1294.11,848266
2017-11-26,1293.14,1294.62,1274.46,1288.27,711067
2017-12-03,1288.1,1299.08,1270.22,1279.88,897134
2017-12-10,1273.95,1277.02,1243.6,1248.04,843630
2017-12-17,1247.73,1261.72,1236.37,1255.33,722419
2017-12-24,1254.14,1276.02,1252.62,1275.28,603229
2017-12-31,1278.14,1307.41,1276.92,1302.54,380762
2018-01-07,1309.81,1325.84,1305.7,1319.9,534111
2018-01-14,1320.69,1339.21,1307.96,1338.17,787227
2018-01-21,1336.05,1344.6,1324.14,1331.43,846671
2018-01-28,1335.05,1365.92,1328.27,1350.0,968097
2018-02-04,1351.03,1352.39,1327.43,1332.57,1043391
2018-02-11,1331.64,1346.08,1307.04,1315.64,1442105
2018-02-18,1315.38,1361.69,1315.13,1347.43,836956
2018-02-25,1349.69,1351.34,1320.93,1328.78,655946
2018-03-04,1329.83,1341.0,1302.76,1322.12,791029
2018-03-11,1323.71,1340.37,1312.83,1323.36,934433
2018-03-18,1322.86,1330.01,1309.6,1313.47,667742
2018-03-25,1313.14,1350.2,1307.17,1347.51,737543
2018-04-01,1348.15,1356.84,1321.21,1325.04,600011
2018-04-08,1325.8,1348.22,1319.5,1332.69,814965
2018-04-15,1333.49,1365.2,1326.85,1345.07,838708
2018-04-22,1342.69,1355.67,1334.94,1335.44,737110
2018-04-29,1334.69,1335.43,1315.26,1322.91,687282
2018-05-06,1322.78,1324.88,1301.74,1314.6,705724
2018-05-13,1314.89,1325.9,1304.28,1317.93,698328
2018-05-20,1318.11,1322.29,1284.93,1292.48,679355
2018-05-27,1291.52,1307.75,1282.0,1300.52,710472
2018-06-03,1299.41,1306.57,1289.34,1293.27,792477
2018-06-10,1293.04,1303.09,1289.69,1298.6,544703
2018-06-17,1299.1,1309.28,1275.33,1280.19,540386
2018-06-24,1279.13,1283.99,1261.29,1269.21,483403
2018-07-01,1271.37,1272.56,1245.84,1252.74,514782
2018-07-08,1252.73,1261.07,1237.82,1254.56,440258
2018-07-15,1255.25,1265.84,1236.3,1241.06,497018
2018-07-22,1241.27,1245.51,1211.45,1231.59,496765
2018-07-29,1230.39,1235.18,1217.51,1222.81,526505
2018-08-05,1223.34,1228.53,1204.4,1213.14,450984
2018-08-12,1213.61,1217.85,1205.7,1211.38,429979
2018-08-19,1212.51,1213.8,1160.07,1184.17,387991
2018-08-26,1183.46,1208.49,1182.6,1205.88,324565
2018-09-02,1207.2,1214.21,1196.17,1200.78,307606
2018-09-09,1200.68,1206.95,1189.56,1195.83,369264
2018-09-16,1196.35,1212.6,1187.66,1193.43,341008
2018-09-23,1193.67,1211.03,1191.78,1199.1,351376
2018-09-30,1198.88,1204.12,1180.66,1191.51,321681
2018-10-07,1191.89,1208.25,1184.51,1202.75,326891
2018-10-14,1203.18,1226.3,1183.16,1217.76,306294
2018-10-21,1217.78,1233.22,1217.74,1226.38,296327
2018-10-28,1228.0,1243.36,1219.97,1233.53,310104
2018-11-04,1232.96,1237.33,1211.93,1232.75,316113
2018-11-11,1233.14,1236.43,1206.65,1209.32,310763
2018-11-18,1209.41,1225.23,1196.21,1221.2,315120
2018-11-25,1221.94,1230.03,1217.97,1222.51,246433
2018-12-02,1223.38,1228.91,1211.15,1221.96,262194
2018-12-09,1222.91,1249.98,1221.25,1248.41,294598
2018-12-16,1250.4,1250.49,1232.89,1238.0,331897
2018-12-23,1237.33,1266.43,1235.47,1255.38,290796
2018-12-30,1258.48,1282.1,1257.89,1280.59,172410
2019-01-06,1279.92,1298.52,1276.54,1284.53,188105
2019-01-13,1285.34,1297.03,1279.31,1287.39,219681
2019-01-20,1288.04,1295.79,1280.56,1281.18,191097
2019-01-27,1282.53,1303.91,1276.7,1302.79,159287
2019-02-03,1302.27,1326.25,1297.56,1317.71,195232
2019-02-10,1317.6,1317.89,1302.73,1313.95,154258
2019-02-17,1313.14,1322.57,1302.34,1321.26,183099
2019-02-24,1317.36,1346.66,1315.81,1327.56,197552
2019-03-03,1327.47,1332.51,1290.12,1293.42,196304
2019-03-10,1295.06,1300.69,1280.77,1298.23,198636
2019-03-17,1296.85,1311.19,1290.42,1301.92,162381
2019-03-24,1302.24,1320.35,1298.13,1313.07,185196
2019-03-31,1312.19,1324.49,1286.66,1292.16,196220
2019-04-07,1292.15,1296.97,1280.88,1291.49,144067
2019-04-14,1292.17,1310.53,1289.53,1290.46,165500
2019-04-21,1291.22,1291.89,1271.09,1275.47,132347
2019-04-28,1275.72,1288.67,1266.21,1285.95,158188
2019-05-05,1285.92,1287.23,1266.2,1278.97,187025
2019-05-12,1282.56,1291.44,1276.93,1285.66,216600
2019-05-19,1287.13,1303.23,1274.72,1277.48,191895
2019-05-26,1278.29,1287.27,1269.41,1284.8,163395
2019-06-02,1285.21,1306.92,1274.95,1305.13,183597
2019-06-09,1306.59,1348.23,1306.49,1340.24,273504
2019-06-16,1334.62,1358.12,1319.83,1340.82,251089
2019-06-23,1341.76,1411.76,1332.93,1398.68,413429
2019-06-30,1399.87,1439.21,1398.59,1409.91,474906
2019-07-07,1391.67,1437.73,1381.66,1398.09,383112
2019-07-14,1399.09,1427.07,1385.69,1414.83,297186
2019-07-21,1416.52,1452.92,1400.01,1424.96,324522
2019-07-28,1426.44,1433.73,1411.0,1418.31,300081
2019-08-04,1420.75,1447.93,1400.44,1440.32,358716
2019-08-11,1440.29,1510.33,1436.67,1497.02,533454
2019-08-18,1496.05,1534.95,1479.77,1512.1,542805
2019-08-25,1509.43,1530.2,1492.43,1526.25,366785
2019-09-01,1545.74,1555.21,1516.93,1520.55,500451
2019-09-08,1529.39,1556.98,1502.47,1506.38,459380
2019-09-15,1503.51,1524.13,1484.45,1488.55,402379
2019-09-22,1500.71,1517.01,1482.97,1516.27,352324
2019-09-29,1512.63,1535.63,1486.79,1496.61,395764
2019-10-06,1496.25,1519.48,1459.03,1504.5,449106
2019-10-13,1508.53,1516.98,1473.93,1487.93,514582
2019-10-20,1486.43,1498.53,1476.96,1489.93,405638
2019-10-27,1491.65,1517.93,1480.78,1504.16,353224
2019-11-03,1503.29,1516.09,1481.08,1513.9,367260
2019-11-10,1512.69,1514.77,1456.12,1458.72,402549
2019-11-17,1460.22,1474.55,1445.57,1467.37,377394
2019-11-24,1467.85,1478.75,1456.28,1461.81,371331
2019-12-01,1460.39,1466.53,1450.02,1463.83,251257
2019-12-08,1462.43,1484.01,1453.89,1459.53,343446
2019-12-15,1458.58,1486.69,1458.48,1475.44,348614
2019-12-22,1474.85,1481.64,1470.38,1477.93,256268
2019-12-29,1477.96,1515.29,1477.46,1510.63,180705
2020-01-05,1511.16,1553.43,1510.7,1551.44,260214
2020-01-12,1575.89,1611.35,1540.2,1561.76,538320
2020-01-19,1559.55,1561.21,1535.96,1556.83,361530
2020-01-26,1559.0,1575.95,1546.3,1570.9,346902
2020-02-02,1580.71,1590.48,1563.35,1588.83,454810
2020-02-09,1588.65,1592.0,1547.38,1570.0,425095
2020-02-16,1569.27,1585.01,1561.92,1583.69,353672
2020-02-23,1581.25,1649.23,1578.85,1643.73,411312
2020-03-01,1659.37,1689.25,1562.93,1584.7,844162
2020-03-08,1581.79,1692.09,1575.31,1674.06,728100
2020-03-15,1695.92,1703.44,1504.62,1529.78,774467
2020-03-22,1543.04,1562.94,1451.13,1498.64,861612
2020-03-29,1490.2,1644.37,1485.0,1622.55,359304
2020-04-05,1619.97,1632.25,1569.33,1615.7,389849
2020-04-12,1614.62,1690.43,1608.35,1683.56,379776
2020-04-19,1677.47,1747.4,1674.98,1682.14,549614
2020-04-26,1683.02,1738.78,1660.03,1726.41,666507
2020-05-03,1722.32,1727.59,1670.4,1699.6,645009
2020-05-10,1698.03,1723.6,1681.14,1702.09,475375
2020-05-17,1702.38,1751.68,1691.53,1741.85,616666
2020-05-24,1747.36,1765.08,1717.1,1735.45,643360
2020-05-31,1732.11,1737.69,1693.62,1730.41,445363
2020-06-07,1735.4,1745.09,1670.55,1684.3,465207
2020-06-14,1680.52,1744.63,1677.22,1730.57,491961
2020-06-21,1730.76,1745.28,1704.11,1742.26,445889
2020-06-28,1747.68,1779.43,1742.74,1769.57,441284
2020-07-05,1770.32,1789.08,1757.43,1774.9,314619
2020-07-12,1773.37,1817.92,1769.86,1798.57,341523
2020-07-19,1799.11,1815.04,1790.63,1809.68,328959
2020-07-26,1808.04,1906.5,1805.62,1901.63,515071
2020-08-02,1902.64,1983.97,1902.54,1975.02,659360
2020-08-09,1983.53,2074.87,1960.39,2033.15,669732
2020-08-16,2026.31,2049.85,1862.58,1943.57,817324
2020-08-23,1944.91,2015.57,1911.26,1938.98,775202
2020-08-30,1936.69,1976.53,1902.64,1964.34,705580
2020-09-06,1969.07,1992.29,1916.27,1933.09,570314
2020-09-13,1932.07,1966.53,1906.54,1940.48,529052
2020-09-20,1937.74,1973.64,1932.87,1950.42,530702
2020-09-27,1949.75,1955.62,1848.75,1860.14,777984
2020-10-04,1862.9,1917.1,1848.93,1900.58,608639
2020-10-11,1903.47,1930.41,1872.94,1929.87,477161
2020-10-18,1926.89,1933.18,1882.46,1898.76,455477
2020-10-25,1899.71,1931.36,1894.29,1901.41,405271
2020-11-01,1901.37,1911.42,1859.92,1878.37,467051
2020-11-08,1879.27,1960.29,1873.41,1951.81,580032
2020-11-15,1957.18,1965.46,1850.52,1889.28,635034
2020-11-22,1887.89,1899.01,1852.69,1870.9,456753
2020-11-29,1870.86,1876.14,1774.33,1786.76,411687
2020-12-06,1789.31,1848.17,1764.38,1838.6,427513
2020-12-13,1836.86,1875.28,1821.99,1839.91,422287
2020-12-20,1837.07,1896.19,1818.34,1880.55,426650
2020-12-27,1882.51,1906.7,1854.99,1879.3,389110
2021-01-03,1888.4,1900.38,1869.12,1893.68,288714
2021-01-10,1909.07,1959.29,1828.27,1849.04,610672
2021-01-17,1854.74,1863.8,1817.0,1827.65,542639
2021-01-24,1828.39,1875.01,1810.29,1854.67,575815
2021-01-31,1858.02,1875.69,1831.35,1847.59,755117
2021-02-07,1855.57,1871.78,1784.9,1813.4,814822
2021-02-14,1817.35,1855.31,1807.77,1824.17,600490
2021-02-21,1824.88,1827.02,1760.64,1783.05,683202
2021-02-28,1786.78,1816.01,1717.18,1733.84,968129
2021-03-07,1737.79,1759.89,1687.28,1700.76,955719
2021-03-14,1706.24,1739.82,1676.82,1726.92,787385
2021-03-21,1728.56,1755.46,1719.25,1745.14,695664
2021-03-28,1743.8,1745.43,1721.63,1732.7,605314
2021-04-04,1731.17,1732.84,1677.86,1729.49,491085
2021-04-11,1728.66,1758.66,1721.25,1743.46,513577
2021-04-18,1742.71,1783.79,1723.7,1776.67,542195
2021-04-25,1775.67,1797.88,1763.53,1776.48,532590
2021-05-02,1775.48,1789.98,1756.19,1768.97,494178
2021-05-09,1766.81,1843.3,1766.04,1830.85,521847
2021-05-16,1833.04,1845.93,1808.77,1842.56,606858
2021-05-23,1843.52,1890.09,1843.52,1881.74,643808
2021-05-30,1881.41,1912.74,1872.71,1903.18,629466
2021-06-06,1903.74,1916.58,1855.5,1891.51,558035
2021-06-13,1890.19,1903.67,1869.84,1876.16,552311
2021-06-20,1876.07,1877.62,1760.91,1764.52,647683
2021-06-27,1768.64,1794.95,1766.4,1781.11,579197
2021-07-04,1781.24,1795.04,1750.69,1787.33,403970
2021-07-11,1787.11,1818.33,1784.47,1808.04,394497
2021-07-18,1807.97,1834.07,1791.65,1811.51,392692
2021-07-25,1811.29,1824.92,1789.63,1801.93,491730
2021-08-01,1802.26,1832.62,1792.36,1814.28,441246
2021-08-08,1814.6,1831.65,1758.65,1763.18,407972
2021-08-15,1761.08,1779.79,1683.2,1779.7,454624
2021-08-22,1779.08,1795.46,1770.8,1780.94,422838
2021-08-29,1781.52,1819.09,1776.44,1817.85,361756
2021-09-05,1818.18,1833.95,1801.71,1827.59,300668
2021-09-12,1828.29,1830.24,1782.43,1787.81,298632
2021-09-19,1787.35,1808.58,1745.24,1753.92,379670
2021-09-26,1754.22,1787.21,1737.43,1749.72,435999
2021-10-03,1749.81,1764.28,1721.65,1760.15,493413
2021-10-10,1760.79,1781.27,1745.95,1757.1,443992
2021-10-17,1756.97,1800.57,1750.18,1767.42,433860
2021-10-24,1767.18,1813.79,1760.31,1792.67,498233
2021-10-31,1792.93,1810.38,1771.98,1782.98,513052
2021-11-07,1783.36,1818.27,1758.07,1817.84,451828
2021-11-14,1815.69,1868.61,1812.46,1864.35,439003
2021-11-21,1866.79,1877.23,1843.0,1845.7,440565
2021-11-28,1842.19,1849.15,1778.54,1790.86,467371
2021-12-05,1788.53,1808.74,1761.97,1783.88,539910
2021-12-12,1782.0,1793.15,1770.1,1782.82,428326
2021-12-19,1782.77,1814.28,1752.34,1797.98,445803
2021-12-26,1800.31,1810.63,1785.0,1807.76,318935
2022-01-02,1805.97,1828.57,1789.47,1828.27,336703
2022-01-09,1830.63,1831.82,1782.64,1796.3,481942
2022-01-16,1794.95,1829.18,1790.36,1817.54,472665
2022-01-23,1817.35,1847.92,1805.79,1834.63,519032
2022-01-30,1832.9,1853.9,1780.3,1791.58,625250
2022-02-06,1788.96,1814.88,1785.57,1807.84,497346
2022-02-13,1808.53,1865.45,1807.84,1858.98,534603
2022-02-20,1855.86,1902.51,1844.49,1897.34,607854
2022-02-27,1902.54,1974.52,1878.0,1888.25,678617
2022-03-06,1919.79,1970.19,1890.86,1969.74,685253
2022-03-13,1980.67,2070.3,1958.56,1985.22,781215
2022-03-20,1979.73,1983.64,1895.01,1920.74,441926
2022-03-27,1925.11,1966.2,1910.67,1957.24,441165
2022-04-03,1955.63,1958.52,1890.02,1924.09,565943
2022-04-10,1924.07,1948.13,1915.15,1946.4,502378
2022-04-17,1947.6,1981.59,1940.0,1973.19,437384
2022-04-24,1972.39,1998.43,1926.68,1931.91,611300
2022-05-01,1932.72,1934.26,1872.04,1896.42,675482
2022-05-08,1899.29,1909.77,1850.38,1882.37,611618
2022-05-15,1883.46,1885.59,1799.06,1811.66,680392
2022-05-22,1814.33,1849.44,1786.84,1845.71,518168
2022-05-29,1847.95,1869.67,1840.78,1852.98,398743
2022-06-05,1852.24,1874.09,1828.5,1851.16,358729
2022-06-12,1850.56,1876.0,1825.13,1871.57,394589
2022-06-19,1878.2,1878.78,1805.17,1840.39,642087
2022-06-26,1835.91,1847.93,1816.92,1827.42,445501
2022-07-03,1835.82,1841.03,1784.45,1808.94,480337
2022-07-10,1811.41,1814.26,1732.25,1742.45,484417
2022-07-17,1741.09,1745.42,1697.61,1707.32,576836
2022-07-24,1706.71,1739.31,1680.84,1727.38,514087
2022-07-31,1726.64,1767.93,1711.52,1766.0,545254
2022-08-07,1764.75,1794.95,1754.34,1775.42,528527
2022-08-14,1771.34,1807.87,1770.82,1801.62,483920
2022-08-21,1801.9,1802.27,1745.54,1747.28,515230
2022-08-28,1746.52,1765.5,1727.77,1738.08,534244
2022-09-04,1735.95,1745.52,1688.8,1712.78,580171
2022-09-11,1711.56,1729.41,1691.27,1716.85,553933
2022-09-18,1718.58,1735.13,1654.16,1675.01,600621
2022-09-25,1675.02,1688.03,1639.75,1644.87,654197
2022-10-02,1643.9,1675.36,1614.81,1660.79,810027
2022-10-09,1663.22,1729.49,1659.72,1694.8,683837
2022-10-16,1696.55,1699.81,1640.19,1644.29,707140
2022-10-23,1645.84,1668.46,1617.29,1657.33,706198
2022-10-30,1659.8,1674.93,1638.05,1644.6,765258
2022-11-06,1642.98,1681.72,1616.72,1680.79,713265
2022-11-13,1674.4,1772.78,1664.71,1770.15,712846
2022-11-20,1763.34,1786.57,1747.55,1750.97,803236
2022-11-27,1751.15,1761.24,1727.31,1754.65,602710
2022-12-04,1754.28,1804.52,1739.63,1797.98,804209
